pname,cluster_kmeans,cluster_hdbscan,cluster_birch
1vd3,26,-1,0
1vdn,44,-1,46
1vdv,31,-1,38
1ve3,1,-1,28
1vem,1,-1,28
1ven,1,-1,28
1veo,1,-1,35
1vep,4,-1,28
1vf1,33,-1,35
1vf2,17,-1,2
1vf3,15,-1,13
1vfr,24,-1,46
1vfs,25,-1,49
1vft,44,-1,3
1vfv,7,-1,2
1vfw,18,-1,2
1vfz,7,-1,38
1vg0,17,-1,2
1vg1,7,-1,2
1vg8,7,-1,38
1vg9,31,-1,38
1vgq,15,-1,0
1vgr,34,-1,49
1vgv,33,-1,3
1vhl,18,-1,41
1vhn,42,-1,28
1vhz,13,-1,46
1vi2,10,-1,37
1vid,25,-1,10
1vj3,5,-1,26
1vj5,39,5,33
1vj7,24,-1,46
1vj9,8,-1,21
1vja,5,-1,26
1vjc,17,-1,2
1vjd,31,-1,38
1vji,7,-1,13
1vjo,24,29,46
1vjt,42,-1,19
1vjy,49,-1,7
1vkf,24,27,46
1vkg,5,-1,26
1vkj,15,-1,0
1vl0,42,-1,3
1vl1,13,-1,46
1vlh,24,-1,46
1vlj,29,-1,3
1vm1,12,-1,43
1vm6,26,-1,35
1vmk,23,-1,19
1vom,18,-1,3
1vot,6,-1,18
1vp3,4,-1,48
1vp6,42,-1,28
1vp9,1,-1,48
1vpd,33,-1,19
1vpe,18,-1,3
1vpo,33,-1,19
1vpt,15,-1,0
1vpv,23,-1,13
1vq2,24,-1,46
1vqw,48,-1,33
1vr1,47,4,12
1vrp,44,-1,3
1vrt,30,-1,34
1vru,49,-1,34
1vso,18,-1,2
1vwf,1,-1,28
1vwk,1,-1,3
1vwl,1,-1,3
1vwo,1,-1,28
1vyf,24,-1,46
1vyg,13,-1,46
1vyp,9,-1,27
1vyq,44,-1,3
1vyr,12,-1,23
1vys,44,-1,46
1vyw,21,-1,29
1vyz,21,-1,26
1vza,29,-1,27
1vzb,40,-1,27
1vzc,40,-1,27
1vzd,40,-1,27
1vze,40,-1,27
1vzq,47,4,12
1vzt,43,-1,34
1vzu,16,-1,40
1vzx,43,-1,34
1w03,39,-1,31
1w04,39,-1,31
1w05,39,-1,31
1w06,39,-1,31
1w07,36,-1,10
1w0h,33,-1,19
1w0o,41,-1,25
1w0p,1,-1,28
1w0x,2,-1,14
1w0y,5,-1,26
1w0z,8,18,21
1w11,5,-1,26
1w13,8,-1,33
1w19,4,-1,48
1w1a,1,-1,28
1w1d,42,-1,28
1w1g,42,-1,28
1w1p,24,-1,19
1w1q,26,-1,35
1w1r,34,-1,17
1w1s,1,-1,19
1w1t,24,-1,46
1w1v,24,-1,19
1w1y,32,-1,19
1w22,48,-1,12
1w29,24,-1,28
1w2c,49,-1,11
1w2d,10,-1,34
1w2g,29,-1,8
1w2h,23,-1,30
1w2t,26,-1,13
1w2u,13,-1,46
1w2y,42,-1,28
1w3k,44,-1,3
1w3l,44,-1,3
1w3r,44,-1,3
1w3v,20,-1,26
1w3x,5,-1,26
1w3y,24,-1,28
1w44,24,29,46
1w47,24,-1,28
1w48,24,-1,19
1w49,24,-1,28
1w4a,24,29,46
1w4b,24,29,46
1w4l,6,-1,18
1w4o,41,-1,2
1w4p,10,-1,9
1w4q,41,-1,2
1w4r,1,-1,28
1w55,42,-1,28
1w58,17,-1,2
1w5a,41,-1,2
1w5b,49,-1,5
1w5f,29,-1,8
1w5s,1,-1,28
1w5t,1,-1,28
1w5v,20,-1,26
1w6j,33,-1,35
1w6k,33,-1,35
1w6m,4,-1,13
1w6o,44,-1,3
1w6p,4,-1,13
1w6r,6,-1,18
1w6s,42,-1,28
1w6y,1,-1,28
1w76,43,-1,45
1w77,14,-1,17
1w78,38,-1,37
1w7f,37,-1,8
1w7g,35,3,10
1w7h,30,-1,42
1w7j,37,-1,6
1w7k,31,-1,25
1w7x,39,-1,33
1w82,30,-1,38
1w83,36,-1,7
1w84,21,-1,10
1w8f,18,-1,2
1w8h,18,-1,2
1w8m,23,-1,0
1w8n,18,-1,2
1w8o,42,-1,28
1w96,31,-1,25
1w9b,15,-1,15
1w9d,16,-1,40
1w9o,24,-1,28
1w9t,24,-1,19
1w9u,24,-1,46
1wap,24,-1,46
1wav,26,-1,19
1waw,24,-1,19
1wax,27,-1,20
1way,47,4,12
1wb4,25,-1,8
1wb5,44,-1,46
1wb6,23,-1,46
1wbe,18,-1,3
1wbg,47,4,12
1wbi,6,-1,48
1wbj,25,-1,1
1wbl,42,-1,46
1wbn,30,-1,42
1wbp,48,-1,21
1wbs,43,-1,11
1wbt,19,-1,11
1wbv,30,-1,42
1wbw,30,-1,42
1wc0,4,-1,48
1wc1,4,-1,48
1wc3,4,-1,48
1wc5,1,-1,28
1wc7,26,-1,35
1wcb,13,-1,35
1wci,43,-1,40
1wcq,42,-1,28
1wd4,13,-1,19
1wda,11,-1,1
1wdi,24,-1,46
1wdk,10,-1,37
1wdq,9,-1,32
1wdr,40,-1,8
1wds,10,-1,8
1wdt,42,-1,28
1we2,17,-1,41
1wf3,1,-1,19
1wg8,42,-1,3
1wht,13,-1,48
1wk8,24,27,46
1wk9,18,-1,3
1wkl,24,27,46
1wkr,11,-1,31
1wkw,1,-1,35
1wld,24,27,46
1wle,33,-1,3
1wli,33,-1,3
1wlj,24,27,46
1wlk,42,-1,19
1wlw,24,27,46
1wm1,32,-1,35
1wma,1,-1,35
1wms,17,-1,3
1wmz,24,29,28
1wn6,24,-1,46
1wng,22,-1,17
1wnl,3,-1,31
1wno,33,-1,35
1wnz,24,27,46
1wo2,0,-1,30
1woo,24,27,46
1wop,24,-1,19
1woq,10,-1,24
1wor,6,-1,35
1wpc,15,-1,0
1wpg,37,-1,6
1wpv,37,-1,28
1wpy,21,-1,29
1wq1,40,-1,8
1wq3,45,-1,13
1wq4,25,-1,25
1wqv,14,-1,33
1wqw,3,-1,16
1wra,7,-1,2
1wrn,1,-1,28
1wro,32,-1,19
1wrp,15,-1,13
1wrr,49,-1,10
1ws1,22,-1,33
1ws4,42,-1,28
1ws5,42,-1,28
1wsb,18,-1,2
1wsw,17,-1,2
1wt1,43,-1,9
1wt2,43,-1,9
1wt3,19,-1,11
1wtc,44,-1,3
1wtg,39,-1,33
1wu1,28,-1,4
1wu6,11,-1,49
1wua,49,-1,5
1wun,48,-1,21
1wuq,24,29,46
1wur,23,-1,13
1wut,43,0,44
1wuu,26,-1,36
1wuw,24,-1,46
1wuy,40,0,44
1wv0,43,0,44
1wv1,16,0,44
1wva,10,-1,24
1wvb,10,-1,37
1wvc,44,-1,3
1wvg,37,-1,35
1wvj,34,-1,36
1ww2,43,-1,44
1ww3,43,-1,44
1ww4,49,-1,5
1ww5,31,-1,38
1ww6,31,-1,15
1wxe,26,-1,19
1wxi,26,-1,19
1wxj,24,29,28
1wxy,26,-1,35
1wy7,34,-1,36
1wz1,26,-1,36
1wze,6,-1,13
1wzi,4,-1,48
1wzy,21,-1,26
1x01,49,-1,29
1x06,13,-1,46
1x07,41,-1,13
1x08,24,-1,46
1x09,32,-1,13
1x1i,42,-1,28
1x1j,45,-1,1
1x1r,17,-1,2
1x1s,42,-1,28
1x1v,12,-1,43
1x1z,44,-1,3
1x28,7,-1,41
1x29,7,-1,41
1x2a,36,-1,7
1x2b,32,-1,35
1x2e,32,-1,35
1x38,33,-1,19
1x39,42,-1,19
1x3m,47,-1,4
1x3n,48,-1,29
1x54,30,-1,30
1x55,7,-1,30
1x71,17,-1,2
1x76,14,-1,1
1x78,16,-1,40
1x7b,45,-1,35
1x7d,34,-1,31
1x7g,15,-1,0
1x7j,6,-1,0
1x7n,0,-1,10
1x7r,36,-1,5
1x7w,40,-1,27
1x7x,37,-1,30
1x7y,7,-1,38
1x7z,43,-1,40
1x80,40,-1,27
1x82,11,-1,31
1x8b,36,-1,17
1x8d,13,-1,46
1x8i,15,-1,0
1x8j,45,-1,13
1x8l,45,-1,2
1x8r,44,-1,3
1x8t,44,-1,3
1x8v,4,-1,46
1x8x,0,-1,42
1x92,42,-1,3
1x96,8,-1,39
1x97,8,17,33
1x98,8,17,33
1x9d,31,-1,25
1x9h,13,-1,46
1x9i,24,-1,46
1x9q,39,-1,33
1xa4,22,-1,17
1xag,3,-1,1
1xai,45,-1,13
1xaj,36,-1,11
1xan,24,-1,19
1xap,6,-1,48
1xbb,27,-1,20
1xbc,2,-1,20
1xbo,27,-1,20
1xbt,3,-1,6
1xbv,45,-1,2
1xbx,25,-1,15
1xby,18,-1,2
1xbz,18,-1,2
1xc6,35,-1,40
1xc7,43,0,44
1xcj,4,-1,35
1xcl,6,-1,0
1xcm,1,-1,3
1xcw,15,-1,0
1xcx,15,-1,0
1xd0,15,-1,0
1xd1,15,-1,0
1xdg,0,-1,42
1xdh,13,-1,19
1xdn,24,-1,28
1xds,33,-1,35
1xdy,34,-1,36
1xe7,33,-1,35
1xef,10,-1,24
1xel,13,-1,35
1xex,24,29,46
1xf0,49,-1,11
1xfg,12,-1,23
1xg4,34,-1,31
1xge,23,-1,43
1xgj,29,-1,8
1xh0,41,-1,25
1xh2,41,-1,25
1xh4,46,-1,14
1xh5,20,-1,14
1xh6,20,-1,26
1xh7,46,-1,14
1xh8,46,-1,14
1xh9,21,-1,26
1xha,46,-1,14
1xhy,0,-1,22
1xi2,3,-1,31
1xid,18,-1,2
1xie,16,-1,2
1xif,10,-1,8
1xih,18,-1,2
1xij,40,-1,8
1xin,49,-1,11
1xiu,7,-1,30
1xiv,29,-1,47
1xj0,17,-1,2
1xjb,23,-1,13
1xjd,20,-1,26
1xjj,25,-1,30
1xjk,25,-1,30
1xk5,24,-1,46
1xk9,34,-1,0
1xka,48,18,21
1xkb,48,-1,21
1xkd,33,-1,19
1xkk,3,-1,16
1xkv,22,-1,17
1xkw,33,-1,19
1xkx,43,0,44
1xl0,43,0,44
1xl1,27,-1,20
1xl5,19,-1,4
1xl8,23,-1,13
1xlf,41,-1,25
1xlg,41,-1,25
1xli,17,-1,2
1xlm,10,-1,2
1xlr,12,-1,23
1xlx,2,-1,14
1xlz,47,-1,12
1xm1,47,-1,12
1xm4,46,-1,14
1xm6,46,-1,14
1xmj,1,-1,28
1xmm,42,-1,19
1xms,7,-1,41
1xmu,2,-1,14
1xmv,1,-1,35
1xmy,47,-1,4
1xn0,47,-1,12
1xng,6,-1,18
1xnk,33,-1,19
1xnn,35,-1,12
1xny,4,-1,23
1xnz,35,-1,12
1xoe,28,-1,4
1xom,14,-1,17
1xon,14,7,16
1xoq,14,-1,17
1xor,14,-1,17
1xos,47,-1,12
1xot,47,-1,12
1xov,13,-1,46
1xow,46,-1,14
1xoz,47,-1,12
1xp0,47,-1,4
1xp1,26,-1,36
1xp6,26,-1,36
1xp8,42,-1,28
1xp9,4,-1,36
1xpc,26,-1,36
1xpj,26,-1,35
1xpm,1,-1,28
1xpy,33,-1,19
1xpz,5,21,26
1xq0,5,20,26
1xq3,8,-1,39
1xqc,4,-1,35
1xqd,36,-1,10
1xqh,39,-1,33
1xqk,45,-1,13
1xql,23,-1,13
1xqp,12,-1,23
1xqw,38,-1,37
1xqx,38,-1,37
1xr1,2,-1,14
1xr2,12,-1,23
1xr8,44,-1,43
1xrj,18,-1,23
1xrr,38,-1,37
1xs1,4,-1,35
1xs6,4,-1,48
1xse,25,-1,30
1xt3,24,27,46
1xt4,49,-1,10
1xt6,17,-1,2
1xtp,33,-1,35
1xtq,18,-1,3
1xtt,13,-1,46
1xu4,42,-1,19
1xu5,22,-1,17
1xua,4,-1,48
1xuc,39,-1,31
1xud,35,-1,11
1xuf,20,23,26
1xug,20,23,26
1xuh,27,16,20
1xui,2,16,20
1xuj,20,23,26
1xuk,20,23,26
1xuo,29,-1,8
1xur,35,-1,10
1xuz,41,-1,2
1xv5,4,-1,48
1xva,11,-1,31
1xvc,22,-1,17
1xvt,15,-1,0
1xw4,24,27,46
1xw5,37,-1,35
1xw6,6,-1,0
1xwk,11,-1,0
1xwq,29,-1,8
1xws,2,12,14
1xx6,42,-1,28
1xxa,44,-1,3
1xxr,24,29,46
1xxs,33,-1,19
1xxv,24,-1,46
1xyb,41,-1,2
1xyc,18,-1,2
1xym,18,-1,2
1xyv,17,-1,2
1xyy,17,-1,2
1xzc,24,-1,46
1xzx,11,-1,18
1y0b,24,-1,28
1y0l,34,-1,18
1y13,26,-1,19
1y1d,15,6,16
1y1p,34,-1,36
1y20,9,-1,34
1y2b,14,-1,17
1y2c,14,-1,17
1y2d,14,-1,17
1y2e,14,-1,17
1y2f,30,-1,7
1y2g,26,-1,35
1y2h,47,-1,4
1y2k,39,7,16
1y2u,24,-1,19
1y2v,24,-1,19
1y2w,24,-1,19
1y2x,13,-1,19
1y30,44,-1,3
1y3a,17,-1,2
1y3g,2,8,4
1y3n,26,-1,35
1y3p,37,-1,6
1y3v,20,23,26
1y3w,20,23,26
1y3x,20,23,26
1y3y,2,-1,4
1y42,41,-1,41
1y4c,12,-1,43
1y4l,33,-1,19
1y52,1,-1,28
1y55,18,-1,2
1y57,3,-1,10
1y59,20,23,26
1y5a,20,-1,26
1y5b,20,-1,26
1y5m,16,-1,45
1y5u,2,-1,4
1y5v,20,-1,26
1y5w,20,-1,26
1y5x,20,24,26
1y63,42,-1,28
1y65,42,-1,28
1y6a,48,-1,29
1y6b,48,-1,21
1y6o,13,-1,46
1y6q,26,-1,36
1y6r,6,-1,48
1y75,43,-1,44
1y79,25,-1,0
1y7l,29,-1,47
1y8j,8,7,33
1y8o,42,-1,46
1y8q,6,-1,48
1y8y,49,-1,5
1y91,21,-1,29
1y9g,15,-1,31
1y9q,26,-1,36
1y9r,8,-1,33
1ya3,19,-1,4
1yaa,34,-1,22
1yag,49,-1,37
1yak,24,27,46
1yas,12,-1,2
1yb1,44,-1,46
1ybh,0,-1,22
1ybq,44,-1,3
1ybu,13,-1,46
1yc1,27,16,20
1yc3,2,16,14
1yc4,2,16,20
1yc5,32,-1,13
1ycl,42,-1,3
1ycp,48,-1,33
1yda,5,-1,26
1ydb,28,-1,4
1ydd,5,-1,26
1ydk,23,-1,19
1ydr,46,-1,14
1yds,46,-1,14
1ydt,27,16,14
1ye6,16,-1,15
1yec,11,-1,31
1yee,33,-1,19
1yef,34,-1,31
1yeg,34,-1,0
1yei,34,-1,0
1yej,34,-1,0
1yet,2,16,14
1yf6,23,-1,35
1yfw,6,-1,48
1yfx,13,-1,46
1yfz,4,-1,35
1ygb,23,-1,19
1ygc,39,-1,33
1yhl,23,-1,13
1yhm,23,-1,35
1yhs,20,-1,26
1yi3,2,-1,14
1yi4,27,-1,20
1yi8,1,-1,35
1yid,37,-1,28
1yik,44,-1,3
1yil,44,-1,13
1yim,4,-1,48
1yin,15,-1,0
1yiq,23,-1,13
1yiy,25,-1,10
1yj6,4,-1,48
1yjs,29,-1,27
1yjy,40,-1,27
1yjz,29,-1,47
1ykc,34,-1,0
1ykd,31,-1,30
1yki,4,-1,48
1ykn,37,-1,41
1ykr,2,-1,14
1ylh,33,-1,19
1ylr,24,-1,46
1ylu,4,-1,46
1ym2,38,-1,4
1ym4,46,-1,14
1ynd,36,-1,10
1ynh,4,-1,46
1yni,4,-1,19
1ynk,35,-1,33
1yno,7,-1,38
1ynq,33,-1,19
1yns,42,-1,28
1yoa,44,-1,3
1yob,42,-1,3
1yol,37,-1,15
1yon,33,-1,35
1yoo,18,-1,3
1you,0,-1,39
1yp4,16,-1,40
1yp6,0,-1,42
1yp9,2,-1,4
1ype,35,3,10
1ypg,35,-1,10
1ypj,47,4,12
1ypk,35,3,10
1ypl,47,4,12
1ypm,47,-1,12
1yq7,41,-1,43
1yqj,38,-1,40
1yqs,6,-1,1
1yqt,1,-1,28
1yqy,34,-1,0
1yr8,18,-1,3
1yra,1,-1,28
1yrb,1,-1,28
1yrc,0,-1,22
1yrd,0,-1,22
1yre,42,-1,3
1yro,3,-1,5
1yrs,19,-1,7
1yrx,24,27,46
1ys4,3,-1,16
1yt0,2,-1,14
1ytg,20,-1,26
1yti,36,-1,42
1ytj,30,-1,42
1ytm,7,-1,41
1ytv,12,-1,43
1yu9,10,-1,38
1yuk,24,27,46
1yum,24,-1,28
1yun,24,-1,19
1yv3,29,-1,8
1yv5,23,-1,2
1yvd,17,-1,2
1yve,1,-1,3
1yvf,15,-1,0
1yvm,35,-1,12
1yvn,38,-1,37
1yvx,15,-1,0
1yvz,26,-1,0
1yw2,30,-1,38
1yw7,5,-1,10
1yw9,5,-1,26
1ywn,48,-1,21
1ywq,24,-1,46
1ywr,43,-1,40
1yxi,42,-1,3
1yxm,49,-1,5
1yxq,49,-1,5
1yxu,20,-1,4
1yxv,20,-1,4
1yxw,33,-1,19
1yxx,20,-1,26
1yye,1,-1,28
1yyr,26,-1,13
1yyz,42,-1,3
1yz0,18,-1,3
1yz3,45,-1,15
1yzg,17,-1,2
1yzk,37,-1,25
1yzl,30,-1,38
1yzn,17,-1,2
1yzq,31,-1,38
1yzt,17,-1,2
1yzu,17,-1,2
1yzx,1,-1,23
1z06,18,-1,2
1z07,10,-1,37
1z08,17,-1,2
1z0a,38,-1,9
1z0d,18,-1,3
1z0f,27,-1,20
1z0i,9,-1,9
1z0j,17,-1,2
1z0k,3,-1,5
1z0s,13,-1,35
1z10,26,-1,36
1z11,15,-1,0
1z16,18,-1,2
1z18,18,-1,3
1z1h,19,-1,4
1z1r,20,-1,26
1z22,18,-1,3
1z28,10,-1,24
1z29,10,-1,37
1z2a,7,-1,2
1z2l,9,-1,9
1z2n,32,-1,19
1z2o,48,-1,29
1z2p,32,-1,19
1z32,44,-1,3
1z34,32,-1,19
1z35,15,-1,0
1z38,39,-1,0
1z3c,3,-1,16
1z3n,8,17,21
1z3t,10,-1,9
1z3v,10,-1,9
1z3w,10,-1,9
1z41,16,-1,44
1z42,16,-1,44
1z44,43,-1,9
1z45,4,-1,35
1z48,16,-1,44
1z4i,30,-1,34
1z4j,49,-1,10
1z4k,38,-1,34
1z4l,38,-1,34
1z4m,38,-1,7
1z4n,29,-1,8
1z4o,29,-1,2
1z4p,38,-1,7
1z4q,30,-1,34
1z4r,42,-1,28
1z4v,45,-1,1
1z4x,25,-1,1
1z4z,6,-1,1
1z57,21,-1,29
1z59,18,-1,3
1z5a,42,-1,19
1z5b,42,-1,46
1z5c,6,-1,48
1z5l,0,-1,17
1z5m,3,-1,5
1z5n,33,-1,35
1z5o,6,-1,18
1z5u,7,-1,38
1z62,40,0,44
1z6d,43,-1,9
1z6e,48,18,21
1z6j,39,-1,33
1z6k,44,-1,3
1z6p,43,0,9
1z6q,43,-1,9
1z6s,41,-1,2
1z6t,44,-1,3
1z6y,7,-1,2
1z71,35,3,10
1z7j,31,-1,25
1z89,8,17,33
1z8d,43,-1,9
1z8o,23,-1,13
1z8p,13,-1,19
1z8q,23,-1,13
1z95,5,-1,26
1z9g,27,16,20
1z9o,4,-1,48
1za1,42,-1,28
1za2,37,-1,28
1zab,45,-1,1
1zaf,16,-1,15
1zao,1,-1,28
1zar,37,-1,28
1zb5,24,27,46
1zb6,34,-1,1
1zbc,24,-1,46
1zc3,30,-1,38
1zc4,30,-1,2
1zc9,24,-1,19
1zcb,30,-1,40
1zch,24,-1,19
1zcw,34,-1,1
1zd3,22,5,17
1zd9,10,-1,37
1zdf,44,-1,3
1zdg,18,-1,2
1zdp,28,-1,4
1zdw,48,-1,21
1ze8,5,20,26
1zea,13,-1,46
1zed,44,-1,46
1zef,44,-1,46
1zei,24,-1,19
1zeo,15,-1,0
1zfj,25,-1,30
1zfp,16,-1,40
1zg3,7,-1,30
1zg7,28,-1,4
1zg8,19,-1,39
1zg9,20,-1,26
1zga,23,-1,13
1zgb,6,-1,18
1zgi,47,4,12
1zgj,15,-1,13
1zgs,1,-1,28
1zgv,35,3,10
1zgy,39,-1,33
1zh0,34,-1,17
1zh6,22,-1,17
1zha,26,-1,35
1zhf,25,-1,30
1zhj,43,-1,44
1zhm,8,-1,21
1zhs,24,27,46
1zht,42,-1,28
1zhw,12,-1,23
1zhx,13,-1,46
1zhy,13,-1,19
1zhz,23,-1,15
1zi3,43,-1,9
1zi4,43,2,9
1zi5,43,2,9
1ziz,9,1,20
1zj0,27,1,20
1zj1,43,1,9
1zj2,27,1,20
1zj3,43,1,9
1zj6,29,-1,47
1zji,1,-1,28
1zjo,35,-1,11
1zjp,43,1,9
1zk1,14,-1,16
1zk5,33,-1,28
1zkk,25,-1,8
1zkl,18,-1,3
1zky,4,-1,23
1zl9,34,-1,36
1zlf,19,-1,7
1zlq,0,-1,22
1zly,47,-1,4
1zm1,3,-1,16
1zm7,12,-1,23
1zmd,14,-1,1
1zn7,7,-1,2
1zn8,7,-1,41
1zn9,18,-1,3
1zng,30,-1,38
1znj,23,-1,19
1znl,37,-1,6
1znq,33,-1,19
1znx,30,-1,38
1zny,17,-1,2
1znz,23,-1,3
1zo8,15,-1,0
1zo9,14,-1,33
1zoa,22,-1,18
1zoe,2,-1,20
1zog,48,-1,12
1zoh,20,-1,26
1zos,33,-1,19
1zot,32,-1,35
1zp3,4,-1,35
1zp4,1,-1,28
1zp5,36,-1,10
1zp9,37,-1,6
1zpd,14,-1,42
1zpl,12,-1,23
1zpr,37,-1,40
1zq5,28,-1,4
1zq9,24,-1,46
1zr8,24,-1,46
1zrb,47,4,12
1zrh,33,-1,19
1zs0,35,-1,11
1zs2,42,-1,28
1zs6,4,-1,48
1zsb,5,22,26
1zsq,37,-1,19
1zt9,11,-1,18
1ztf,37,-1,28
1zth,37,-1,6
1ztq,39,-1,33
1ztz,36,-1,7
1zua,19,-1,11
1zuc,46,-1,14
1zui,41,-1,2
1zvi,32,10,23
1zvl,12,10,23
1zvq,17,-1,2
1zvr,37,-1,19
1zvw,18,-1,3
1zvx,36,-1,17
1zw5,44,-1,3
1zw6,40,-1,23
1zwp,11,-1,17
1zx1,23,-1,13
1zx5,1,-1,3
1zxc,2,-1,14
1zxi,25,-1,30
1zxm,1,-1,28
1zy5,21,-1,12
1zy7,11,-1,18
1zyj,19,-1,40
1zyk,0,-1,22
1zyx,22,-1,33
1zz1,15,-1,0
1zz2,10,-1,9
1zz3,23,-1,30
1zz8,24,-1,46
1zzb,42,-1,28
1zzl,38,-1,40
1zzq,12,-1,23
1zzr,15,-1,0
1zzs,15,-1,0
1zzt,32,-1,35
1zzu,12,-1,23
221p,42,-1,3
25c8,4,-1,0
2a0c,21,-1,29
2a0s,24,-1,46
2a0w,25,-1,30
2a0x,23,-1,13
2a0y,23,-1,13
2a14,6,-1,0
2a19,21,-1,29
2a1h,23,-1,13
2a1m,5,-1,39
2a1n,0,-1,22
2a1o,0,-1,15
2a1u,7,-1,38
2a2c,1,-1,28
2a2d,15,-1,15
2a2i,1,-1,3
2a2q,48,-1,21
2a2r,44,-1,3
2a2s,44,-1,3
2a2x,8,-1,26
2a3a,24,-1,46
2a3b,33,-1,35
2a3c,33,-1,19
2a3h,44,-1,3
2a3i,22,5,33
2a3y,15,-1,13
2a3z,49,-1,5
2a40,49,-1,37
2a42,49,-1,5
2a4l,2,-1,14
2a4m,4,-1,46
2a4x,26,-1,36
2a5b,42,-1,28
2a5c,1,-1,28
2a5d,1,-1,28
2a5f,1,-1,28
2a5j,17,-1,2
2a5x,31,-1,38
2a65,24,27,46
2a78,30,-1,38
2a7n,7,-1,2
2a7p,17,-1,2
2a7x,13,-1,35
2a84,12,-1,43
2a85,17,-1,2
2a86,13,-1,35
2a8g,42,-1,28
2a8h,2,-1,14
2a8s,18,-1,3
2a8u,43,1,9
2a8w,43,2,9
2a99,24,-1,46
2a9a,24,27,46
2a9d,24,27,46
2a9g,35,-1,29
2a9j,32,-1,3
2a9k,30,-1,38
2a9w,16,-1,15
2a9y,26,-1,19
2a9z,31,-1,5
2aa0,13,-1,19
2aa2,22,-1,33
2aa3,10,-1,24
2aa5,22,-1,17
2aa6,21,-1,11
2aa7,22,-1,33
2aa9,42,-1,3
2aac,44,-1,46
2aad,24,-1,46
2aaw,44,-1,3
2aax,21,-1,11
2aay,13,-1,23
2aaz,29,-1,47
2ab2,47,-1,12
2ab6,23,-1,3
2ab8,26,-1,35
2aba,9,-1,24
2abb,12,-1,43
2abj,13,-1,28
2abs,24,-1,19
2ac7,23,-1,13
2ack,6,-1,13
2aco,24,-1,46
2acq,8,17,21
2acs,8,-1,39
2acu,8,17,21
2acv,22,-1,17
2ada,35,-1,33
2add,45,-1,1
2adu,5,-1,26
2ae7,30,-1,42
2aeb,10,-1,24
2aec,45,-1,1
2aer,5,-1,26
2aes,36,-1,7
2af6,44,-1,46
2af9,31,-1,0
2afu,26,-1,35
2afw,39,-1,33
2afx,11,-1,18
2ag2,31,-1,5
2ag4,37,-1,6
2ag6,34,-1,18
2agc,26,-1,36
2agd,36,-1,7
2agg,20,-1,26
2agt,47,-1,4
2agw,26,-1,36
2ah9,45,-1,1
2ahc,24,28,28
2ahg,23,-1,13
2ai1,23,-1,3
2ai2,44,-1,3
2ai3,44,-1,3
2ai7,5,-1,26
2ai8,15,-1,25
2aia,5,-1,26
2aib,4,-1,13
2aid,28,-1,4
2aie,5,-1,26
2aio,33,-1,19
2aiq,3,-1,10
2aix,39,-1,31
2aj4,33,-1,19
2ajv,34,-1,1
2ajx,11,-1,18
2ajy,11,-1,18
2ajz,22,-1,17
2ak3,7,-1,41
2ako,44,-1,3
2akr,14,-1,7
2aky,1,-1,35
2al4,0,-1,15
2al5,39,-1,31
2al7,18,-1,3
2alg,6,-1,48
2am1,33,-1,19
2am3,33,-1,19
2am4,23,-1,13
2am5,13,-1,19
2am9,5,-1,12
2ama,5,-1,39
2amb,35,-1,39
2amt,37,-1,28
2amv,43,0,44
2an3,45,-1,8
2an4,0,-1,42
2an5,0,-1,42
2an9,26,-1,35
2anj,34,-1,31
2ank,47,-1,12
2anm,35,3,10
2anq,5,-1,26
2ans,22,-1,33
2ao2,33,-1,35
2ao6,5,-1,14
2aog,20,-1,26
2aot,24,-1,46
2aou,24,-1,19
2aov,24,-1,46
2apc,33,-1,19
2apg,14,-1,1
2aph,13,-1,46
2aq6,24,-1,46
2aq7,13,-1,46
2aqb,13,-1,46
2aqj,3,-1,1
2aqx,49,-1,11
2ar6,6,-1,45
2ar8,42,-1,46
2arb,25,-1,45
2are,6,-1,45
2arm,22,-1,33
2art,24,-1,46
2aru,4,-1,3
2arx,11,-1,45
2asf,24,-1,46
2asm,49,-1,5
2aso,36,-1,5
2asp,49,-1,5
2ast,0,-1,22
2ate,44,-1,3
2ath,15,-1,31
2ato,32,-1,25
2auy,12,-1,23
2avo,20,-1,26
2avs,20,-1,26
2aw1,20,-1,26
2aw3,29,-1,8
2awh,22,-1,33
2awn,18,-1,3
2ax6,5,-1,39
2ax7,5,-1,4
2ax8,5,-1,10
2ax9,46,-1,14
2axa,5,-1,4
2axi,8,-1,21
2axn,45,-1,1
2axr,1,-1,28
2ay1,45,-1,30
2ay2,18,-1,3
2ay3,31,-1,38
2ay4,18,-1,3
2ay5,18,-1,2
2ay6,18,-1,2
2ay7,45,-1,30
2ay8,18,-1,3
2ay9,18,-1,2
2ayr,6,-1,13
2ayw,20,23,26
2az3,24,27,46
2az5,32,-1,19
2az8,19,-1,4
2az9,19,-1,4
2azb,19,-1,4
2azr,27,-1,9
2azy,6,-1,18
2azz,4,-1,48
2b00,4,-1,48
2b01,11,-1,18
2b03,24,-1,46
2b04,11,-1,18
2b07,27,-1,9
2b0m,27,-1,20
2b14,32,-1,19
2b15,3,6,16
2b16,36,-1,10
2b1n,24,27,46
2b1p,49,-1,29
2b1q,17,-1,2
2b1r,12,-1,43
2b1v,4,-1,23
2b1z,4,-1,15
2b35,6,-1,0
2b3b,12,-1,23
2b3f,4,-1,48
2b4b,24,27,46
2b4d,24,-1,46
2b4g,44,-1,3
2b50,22,-1,18
2b51,44,-1,46
